_id,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,DEP_AMORT_EXP_OPS,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,DISP_TRNFR,CASH,MARKETABLE_SEC,OTH_CURR_ASSETS,TOT_CURR_ASSETS,LIMITED_USE_CASH,LIMITED_USE_INV,LIMITED_USE_OTHER_ASSETS,TOT_LIMITED_USE_ASSETS,TOT_PPE,ACCU_DEP_AMORT,NET_TOT_PPE,CONST_IN_PROGRESS,TOT_INV_AND_OTH_ASSETS,TOT_INTANGIBLE_ASSETS,TOT_ASSETS,CAP_EXP,CURR_LIABILITIES,CURR_MAT_LT_DEBT,TOT_CURR_LIABILITIES,TOT_DEF_CREDITS,TOT_LT_DEBT,CURR_MATURITIES,NET_TOT_LT_DEBT,TOT_LIABILITIES,TOT_EQUITY,TOT_LIABILITY_AND EQUITY
11,106560525,ADVENTIST HEALTH SIMI VALLEY,20241,01/01/2024,03/31/2024,Open,Ventura,10 - Santa Barbara/Ventura,813,Church,Comparable,,805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,144,130,92,638,377,62,246,0,0,48,392,0,4,1767,0,3277,1732,334,1146,0,0,189,1320,0,17,8015,0,2310,1553,734,4025,0,0,2237,8073,4,286,19222,79529832,42865145,6346311,25691414,0,0,4569259,34547530,0,3987820,197537311,27013134,25133045,3778888,29627390,0,0,1845943,46837654,2802,5043268,139282124,716821,93322242,60425134,10505483,46237412,0,0,0,5134764,59381273,0,551140,0,0,0,6011784,282286053,0,0,0,0,0,13220552,7571913,-840325,9066820,0,0,1279771,21255838,0,2978813,54533382,566228,62814699,2049519,0,435429,0,0,0,0,0,0,0,51675511,51675511,0,0,7590774,7590774,238823297,140253539,98569758,6455629,2361696,1355879,168009247,2181295,100913562,5093000,106006562,0,105648478,5093000,100555478,206562040,-38552793,168009247
12,106554011,ADVENTIST HEALTH SONORA - GREENLEY,20241,01/01/2024,03/31/2024,Open,Tuolumne,06 - North San Joaquin,513,Church,Comparable,Rural,209-536-5000,1000 GREENLEY ROAD,SONORA,95370,MICHELLE FUENTES,152,152,102,710,78,33,162,0,0,67,161,3,6,1220,9,7008,447,141,771,0,0,256,554,3,44,9224,4858,43494,4266,3533,13232,0,0,2790,21868,28,1635,90846,67406934,8099847,2506080,15004129,0,0,6897395,18575884,13782,1764791,120268842,148581479,16580231,3612878,36557892,0,0,12948000,56348379,91523,3756944,278477326,2863540,176764538,21320519,5914899,40123818,0,0,0,15671029,51234413,0,604258,0,0,0,4587325,319084339,0,0,0,0,0,38269720,3358067,476938,10871362,0,0,3918355,20861812,6009,1899566,79661829,7554361,83077791,1711889,0,5026330,0,0,0,0,0,207948576,0,86353281,294301857,0,0,0,0,195366475,111967173,83399302,1611655,0,433978,379746792,2227447,35237797,11027000,46264797,2595450,93691181,11027000,82664181,131524428,248222364,379746792
13,106281078,ADVENTIST HEALTH ST. HELENA,20241,01/01/2024,03/31/2024,Open,Napa,03 - North Bay,407,Non Profit Corp.,Comparable,,707-963-3611,10 WOODLAND ROAD,ST. HELENA,94574,STEVEN HERBER,151,151,58,352,134,99,118,0,0,41,101,0,9,854,0,1879,854,807,635,0,0,207,439,0,55,4876,0,5634,898,85,1923,0,0,587,3085,1,121,12334,80958646,24204548,6765816,29012986,0,0,9784845,15268916,0,1365769,167361526,107013401,18378599,405941,28507925,0,0,6624579,41316416,10255,1708975,203966091,539783,163649279,37668391,5330125,54273164,-58255,0,0,12263724,41325115,0,616704,0,0,0,3636761,319244791,0,6705573,0,0,6705573,23987287,4317269,985061,9666732,0,0,3810981,14675622,0,1345447,58788399,3372902,72745514,2363050,0,906,0,0,0,0,0,0,0,51424646,51424646,0,0,5218713,5218713,278178762,186643067,91535695,9009014,2354050,0,159542118,682599,153267605,4261333,157528938,70442,63980915,4261333,59719582,217318962,-57776844,159542118
14,106154168,ADVENTIST HEALTH TEHACHAPI VALLEY,20241,01/01/2024,03/31/2024,Open,Kern,09 - Central,623,Non Profit Corp.,Comparable,Rural,661-823-3000,1100 MAGELLAN DRIVE,TEHACHAPI,93561,JEFFERY LINGERFELT,25,25,13,110,51,10,90,0,0,21,26,2,6,316,0,335,178,49,90,0,0,77,70,4,11,814,0,3217,1045,524,7224,0,0,824,2674,2,226,15736,6896018,3389952,515619,5607621,0,0,1077102,1338701,208038,256721,19289772,8114430,6723234,1647980,15825297,0,0,3354232,9574665,146382,1047853,46434073,635118,9893881,7682232,1853093,17526465,0,0,0,2850512,7193506,0,354420,0,0,0,1064972,49054199,0,1139,0,0,1139,5002274,2297073,216318,3911001,0,0,1497008,3451077,0,296034,16670785,139220,15856864,567987,0,428648,0,0,0,0,0,19550524,0,19877405,39427929,0,0,0,0,49558679,11606848,37951831,569687,0,74951,78024398,638522,7749497,12116000,19865497,2483,62330820,12116000,50214820,70082800,7941598,78024398
15,106540816,ADVENTIST HEALTH TULARE,20241,01/01/2024,03/31/2024,Open,Tulare,09 - Central,611,Non Profit Corp.,Comparable,,559-537-0056,869 NORTH CHERRY STREET,TULARE,93274,TIM HAYDOCK,108,73,24,102,70,52,130,0,0,15,71,0,35,475,0,631,377,212,464,0,0,58,210,0,100,2052,0,811,503,472,4763,0,0,256,1315,109,352,8581,8591931,4961750,2462413,7023104,0,0,1040221,3110872,0,1521088,28711379,10467215,6368829,2454332,41016288,0,0,1466700,15773149,43260,3941461,81531234,255591,15794897,9788071,4947310,42825409,-539908,0,0,1476058,13741202,0,392118,0,0,0,3541498,92222246,0,0,0,0,0,3428731,1653534,33857,5694778,0,0,973558,4920381,5814,1309714,18020367,2412078,25103394,651433,0,0,0,0,0,0,0,0,0,32509026,32509026,0,0,0,0,24684970,10511645,14173325,177507,0,303000,47162858,96526,53339882,8238000,61577882,1462045,119131433,8238000,110893433,173933360,-126770502,47162858
16,106231396,ADVENTIST HEALTH UKIAH VALLEY,20241,01/01/2024,03/31/2024,Open,Mendocino,01 - Northern California,113,Church,Comparable,Rural,707-462-3111,275 HOSPITAL DRIVE,UKIAH,95482,JASON WELLS,67,50,37,277,81,29,292,0,0,24,108,0,7,818,0,1184,418,169,827,0,0,108,309,0,15,3030,0,24037,4254,812,17750,0,0,2616,13994,3,782,64248,25827787,8181037,1686237,15674118,0,0,1606175,6454539,0,2252386,61682279,64875030,11940493,1549204,44505900,0,0,7047019,29106782,3816,3795868,162824112,1144130,71572613,16553935,2202799,48446860,-376333,0,0,5656276,21413428,0,1050913,0,0,0,4856582,172521203,0,11638116,0,0,11638116,18262153,3348155,1007767,23195142,0,0,2996484,13275151,0,1538452,63623304,4325973,67680996,1472340,0,2364672,0,0,0,0,0,102238071,0,71336769,173574840,0,0,13146063,13146063,138216202,70266067,67950135,2318437,528618,172586,257690679,1430997,35939096,5551000,41490096,551672,67123292,5551000,61572292,103614060,154076619,257690679
17,106481015,ADVENTIST HEALTH VALLEJO,20241,01/01/2024,03/31/2024,Open,Solano,03 - North Bay,409,Non Profit Corp.,Comparable,,707-963-3611,525 OREGON STREET,VALLEJO,94590,DR STEVE HERBER,61,61,51,42,33,117,0,0,0,112,252,0,0,556,0,419,304,1010,0,0,0,819,1755,0,0,4307,0,437,0,0,0,0,0,43,818,0,0,1298,2659856,1837477,6588433,0,0,0,5475320,11391096,0,0,27952182,229734,0,0,0,0,0,71368,399288,0,0,700390,301504,1598987,1347984,4770300,0,0,0,0,4369944,8091912,0,0,0,0,0,544948,21025579,0,0,0,0,0,681302,458840,1784706,0,0,0,1136655,3565490,0,0,7626993,218679,9752090,35822,0,246,0,0,0,0,0,0,0,6150525,6150525,0,0,0,0,6596827,4426118,2170709,0,281551,0,8602785,0,17707044,509667,18216711,8425,7652289,509667,7142622,25367758,-16764973,8602785
18,106190878,ADVENTIST HEALTH WHITE MEMORIAL,20241,01/01/2024,03/31/2024,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,Teaching,323-268-5000,1720 E. CESAR E. CHAVEZ AVENUE,LOS ANGELES,90033,JOHN RAFFOUL,353,353,250,477,696,784,1597,0,0,46,733,46,35,4414,0,3386,4105,3976,6709,0,0,682,3447,150,252,22707,0,4923,4698,3240,14150,0,0,713,8693,78,979,37474,95895428,135972816,84713098,225979805,0,0,10326001,54863463,2377621,10272787,620401019,37885564,51017382,11093813,151672013,0,0,1662512,47183617,349682,10896223,311760806,5064342,116068611,158016577,90460074,332598615,-10467165,0,0,10105107,81921516,0,203304,0,0,0,14483044,798454025,0,7040542,0,0,7040542,17383237,27761047,5698355,59577325,0,0,1272960,18600074,0,10455344,140748342,2575248,147748332,2848187,0,11180339,0,0,0,0,0,357715552,0,325572503,683288055,0,0,0,0,416494421,322013074,94481347,16861496,10806513,350000,805787411,787659,81679039,12739000,94418039,0,144488183,12739000,131749183,226167222,579620189,805787411
19,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,20241,01/01/2024,03/31/2024,Open,Orange,13 - Orange,1012,Investor - Ptnr.,Comparable,,714-999-5102,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,LISA HAHN,223,223,223,357,352,109,616,0,0,7,196,0,43,1680,0,1689,1913,499,2594,0,0,67,477,0,111,7350,0,886,1259,690,4880,0,0,114,1542,5,655,10031,33383313,41580339,8169113,46780345,0,0,1269747,10409811,0,1416759,143009427,12712321,28783084,4372692,40875185,0,0,1839134,12827979,58491,3722080,105190966,4010257,37306211,59853467,9275225,80160755,-511675,0,0,1570064,17595489,0,58491,0,0,0,559521,209877805,0,0,0,0,0,8789423,10509956,3778255,7494775,0,0,1538817,5642301,0,569061,38322588,201261,42751340,321714,0,236892,0,0,0,0,0,13212985,0,20128757,33341742,0,0,0,0,37177238,30446226,6731012,1231360,24831603,0,66135717,394647,63806558,195591,64002149,0,243091,195591,47500,64049649,2086068,66135717
20,106410817,AHMC SETON MEDICAL CENTER,20241,01/01/2024,03/31/2024,Open,San Mateo,04 - West Bay,425,Church,Comparable,,650-991-6491,1900 SULLIVAN AVENUE,DALY CITY,94015,SARKIS VARTANIAN,478,478,478,223,97,25,113,0,0,6,201,0,46,711,0,3397,1209,1567,4250,0,0,79,4536,0,1172,16210,6285,2407,1234,87,1648,0,0,129,3402,93,234,9234,48243800,19686687,21375564,30183368,0,0,1553570,39086523,0,8645776,168775288,22151932,10187923,880548,13953264,0,0,1310539,28295278,708412,4152933,81640829,3632324,60327675,28976883,16072854,39411578,0,0,0,2809255,66648180,0,538279,0,0,0,989460,219406488,0,0,0,0,0,10068057,897727,6183258,4725054,0,0,54854,733621,170133,8176925,31009629,145915,45379794,420744,0,-1434033,0,0,0,0,0,8503877,0,28338566,36842443,0,0,0,0,9693317,5286280,4407037,73912132,20000000,190439,135352051,1248220,128909513,107006,129016519,33062439,198502,107006,91496,162170454,-26818403,135352051
21,106010735,ALAMEDA HOSPITAL,20241,01/01/2024,03/31/2024,Open,Alameda,05 - East Bay,417,City/County,Comparable,,510-437-4800,2070 CLINTON AVENUE,ALAMEDA,94501,JAMES JACKSON,247,247,247,342,106,40,315,0,2,9,87,2,11,914,0,1674,684,1476,14574,0,10,35,354,3,228,19038,0,2067,330,767,6884,0,273,164,1254,80,326,12145,32028979,9114593,7868898,70243850,0,128898,656219,6385562,89574,1568418,128084991,12754432,2890604,1785940,24453598,0,1019995,904279,7722935,88621,1589258,53209662,2369836,37082495,9540879,8442331,85038291,0,0,1148893,1305577,9962973,0,178194,0,0,0,629956,155699425,0,0,0,0,0,7700916,2464318,1212507,9659157,0,0,254921,4145524,0,157885,25595228,55307,33454723,1205157,0,1403031,0,0,0,0,0,185542,0,5620502,5806044,0,0,0,0,51549548,17600635,33948913,0,15955603,5121115,60831675,517130,1396265,903200,2299465,0,11375071,903200,10471871,12771336,48060339,60831675
22,106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,20241,01/01/2024,03/31/2024,Open,Los Angeles,11 - Los Angeles,913,Investor - Ptnr.,Comparable,,626-570-1606,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,EVELYN KU,144,144,144,271,309,26,321,0,0,2,84,3,2,1018,5,2162,1754,229,3390,0,0,30,296,13,6,7880,2060,685,766,275,2402,0,0,91,759,21,1311,6310,27801182,27170382,2675627,39697529,0,0,367236,5301308,166198,34999,103214461,5296097,5908150,1342808,11342333,0,0,553456,5316403,460937,855974,31076158,225142,28324430,29547927,3697246,45008164,0,0,0,497500,8749571,0,627135,0,0,0,643572,117320687,37874372,5936247,0,0,43810619,4772848,41404977,321189,11967945,0,0,423192,1868141,0,22259,60780551,219095,60312657,262482,0,104484,0,0,0,0,0,128546994,763,37634011,166181768,0,0,0,0,15175593,11659395,3516198,149535,0,0,169847501,120663,117628311,0,117628311,0,0,0,0,117628311,52219190,169847501
